run_name,st1_frequency_hz,st2_frequency_hz,st3_frequency_hz,mean_overlap_count,std_overlap_count,min_overlap_count,max_overlap_count,valid_trial_count,trial_indices_used,trial_overlap_counts,high_threshold_v,fixed_st_4_frequency_name,fixed_st_4_frequency_hz
st1_31_hz__st2_481_hz__st3_421_hz,31,481,421,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_481_hz__st3_451_hz,31,481,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_481_hz__st3_481_hz,31,481,481,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_481_hz__st3_511_hz,31,481,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_481_hz__st3_541_hz,31,481,541,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_481_hz__st3_571_hz,31,481,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_1_hz,31,511,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_31_hz,31,511,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_61_hz,31,511,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_91_hz,31,511,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_121_hz,31,511,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_151_hz,31,511,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_181_hz,31,511,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_211_hz,31,511,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_241_hz,31,511,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_271_hz,31,511,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_301_hz,31,511,301,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_331_hz,31,511,331,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_361_hz,31,511,361,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_391_hz,31,511,391,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_421_hz,31,511,421,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_451_hz,31,511,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_481_hz,31,511,481,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_511_hz,31,511,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_541_hz,31,511,541,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_511_hz__st3_571_hz,31,511,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_1_hz,31,541,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_31_hz,31,541,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_61_hz,31,541,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_91_hz,31,541,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_121_hz,31,541,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_151_hz,31,541,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_181_hz,31,541,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_211_hz,31,541,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_241_hz,31,541,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_271_hz,31,541,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_301_hz,31,541,301,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_331_hz,31,541,331,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_361_hz,31,541,361,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_391_hz,31,541,391,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_421_hz,31,541,421,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_451_hz,31,541,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_481_hz,31,541,481,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_511_hz,31,541,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_541_hz,31,541,541,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_541_hz__st3_571_hz,31,541,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_1_hz,31,571,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_31_hz,31,571,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_61_hz,31,571,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_91_hz,31,571,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_121_hz,31,571,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_151_hz,31,571,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_181_hz,31,571,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_211_hz,31,571,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_241_hz,31,571,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_271_hz,31,571,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_301_hz,31,571,301,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_331_hz,31,571,331,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_361_hz,31,571,361,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_391_hz,31,571,391,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_421_hz,31,571,421,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_451_hz,31,571,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_481_hz,31,571,481,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_511_hz,31,571,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_541_hz,31,571,541,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_31_hz__st2_571_hz__st3_571_hz,31,571,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_1_hz,61,1,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_31_hz,61,1,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_61_hz,61,1,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_91_hz,61,1,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_121_hz,61,1,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_151_hz,61,1,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_181_hz,61,1,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_211_hz,61,1,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_241_hz,61,1,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_271_hz,61,1,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_301_hz,61,1,301,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_331_hz,61,1,331,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_361_hz,61,1,361,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_391_hz,61,1,391,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_421_hz,61,1,421,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_451_hz,61,1,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_481_hz,61,1,481,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_511_hz,61,1,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_541_hz,61,1,541,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_1_hz__st3_571_hz,61,1,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_1_hz,61,31,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_31_hz,61,31,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_61_hz,61,31,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_91_hz,61,31,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_121_hz,61,31,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_151_hz,61,31,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_181_hz,61,31,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_211_hz,61,31,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_241_hz,61,31,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_271_hz,61,31,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_301_hz,61,31,301,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_331_hz,61,31,331,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_361_hz,61,31,361,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_391_hz,61,31,391,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_421_hz,61,31,421,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_451_hz,61,31,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_481_hz,61,31,481,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_511_hz,61,31,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_541_hz,61,31,541,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_31_hz__st3_571_hz,61,31,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_1_hz,61,61,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_31_hz,61,61,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_61_hz,61,61,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_91_hz,61,61,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_121_hz,61,61,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_151_hz,61,61,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_181_hz,61,61,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_211_hz,61,61,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_241_hz,61,61,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_271_hz,61,61,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_301_hz,61,61,301,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_331_hz,61,61,331,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_361_hz,61,61,361,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_391_hz,61,61,391,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_421_hz,61,61,421,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_451_hz,61,61,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_481_hz,61,61,481,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_511_hz,61,61,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_541_hz,61,61,541,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_61_hz__st3_571_hz,61,61,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_1_hz,61,91,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_31_hz,61,91,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_61_hz,61,91,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_91_hz,61,91,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_121_hz,61,91,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_151_hz,61,91,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_181_hz,61,91,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_211_hz,61,91,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_241_hz,61,91,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_271_hz,61,91,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_301_hz,61,91,301,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_331_hz,61,91,331,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_361_hz,61,91,361,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_391_hz,61,91,391,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_421_hz,61,91,421,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_451_hz,61,91,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_481_hz,61,91,481,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_511_hz,61,91,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_541_hz,61,91,541,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_91_hz__st3_571_hz,61,91,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_1_hz,61,121,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_31_hz,61,121,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_61_hz,61,121,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_91_hz,61,121,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_121_hz,61,121,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_151_hz,61,121,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_181_hz,61,121,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_211_hz,61,121,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_241_hz,61,121,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_271_hz,61,121,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_301_hz,61,121,301,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_331_hz,61,121,331,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_361_hz,61,121,361,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_391_hz,61,121,391,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_421_hz,61,121,421,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_451_hz,61,121,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_481_hz,61,121,481,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_511_hz,61,121,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_541_hz,61,121,541,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_121_hz__st3_571_hz,61,121,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_1_hz,61,151,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_31_hz,61,151,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_61_hz,61,151,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_91_hz,61,151,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_121_hz,61,151,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_151_hz,61,151,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_181_hz,61,151,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_211_hz,61,151,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_241_hz,61,151,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_271_hz,61,151,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_301_hz,61,151,301,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_331_hz,61,151,331,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_361_hz,61,151,361,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_391_hz,61,151,391,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_421_hz,61,151,421,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_451_hz,61,151,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_481_hz,61,151,481,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
st1_61_hz__st2_151_hz__st3_511_hz,61,151,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,0.9,1_hz,1
