time_s,i_I172_Iout_A,i_I56_Iout_A,v_vpre_res_V,v_vpre1_res_V
0.0,-1.3657149799999999e-05,-1.3657149799999999e-05,0.0,0.0
0.001,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.0021082988,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.0021082989,-1.36571499e-05,-1.36571499e-05,0.0,0.015008333300000001
0.0021082991,-1.36571499e-05,-1.36571499e-05,0.0,0.0450249999
0.0021082994,-1.36571499e-05,-1.36571499e-05,0.0,0.1050583333
0.0021083001,-1.36571499e-05,-1.36571499e-05,0.0,0.2251249999
0.0021083006000000002,-1.36571499e-05,-1.36571499e-05,0.0,0.32818248340000006
0.002108301,-1.3657149799999999e-05,-1.36571499e-05,0.0,0.38615111510000005
0.0021083013,-1.3657149799999999e-05,-1.36571499e-05,0.0,0.4474269371
0.0021083016,-1.3657149799999999e-05,-1.36571499e-05,0.0,0.4970676848
0.0021083019,-1.3657150299999998e-05,-1.36571499e-05,0.0,0.5551800334
0.0021083021,-1.36572044e-05,-1.36571499e-05,0.0,0.5995305166000001
0.0021083022,-1.36572812e-05,-1.36571499e-05,0.0,0.6171697918
0.0021083024,-1.36574418e-05,-1.36571499e-05,0.0,0.6411866097
0.0021083024,-1.3657487599999998e-05,-1.36571499e-05,0.0,0.6477360361
0.0021083025000000004,-1.36575795e-05,-1.36571499e-05,0.0,0.6608348891000001
0.0021083026,-1.3657762899999999e-05,-1.36571499e-05,0.0,0.68677985
0.0021083028,-1.36580321e-05,-1.36571499e-05,0.0,0.7246523767999999
0.0021083033000000003,-1.3658595899999999e-05,-1.36571499e-05,0.0,0.8003974303
0.002108304,-1.3660653299999999e-05,-1.36571499e-05,0.0,0.9259201355000001
0.0021083045000000003,-1.36638695e-05,-1.36571499e-05,0.0,1.0208338
0.0021083051,-1.3668969299999999e-05,-1.36571499e-05,0.0,1.1384403
0.0021083057,-1.36737781e-05,-1.36571499e-05,0.0,1.2480617
0.0021083063000000004,-1.3678456699999999e-05,-1.36571499e-05,0.0,1.3547365
0.0021083075,-1.36878264e-05,-1.36571499e-05,0.0,1.5680861
0.0021083082,-1.3692918e-05,-1.36571499e-05,0.0,1.684043
