time_s,i_I172_Iout_A,i_I56_Iout_A,v_vpre_res_V,v_vpre1_res_V
0.0,-1.3657149799999999e-05,-1.3657149799999999e-05,0.0,0.0
0.00044002602869999994,-1.36571499e-05,-1.36571499e-05,0.0,0.0
0.00044002611209999996,-1.36571499e-05,-1.36571499e-05,0.015008333300000001,0.0
0.0004400262789,-1.36571499e-05,-1.36571499e-05,0.045025,0.0
0.00044002661239999995,-1.36571499e-05,-1.36571499e-05,0.1050583334,0.0
0.0004400272794,-1.36571499e-05,-1.36571499e-05,0.225125,0.0
0.00044002785199999996,-1.36571499e-05,-1.36571499e-05,0.3281825002,0.0
0.000440028174,-1.36571499e-05,-1.36571499e-05,0.38615112890000003,0.0
0.0004400285144,-1.36571499e-05,-1.36571499e-05,0.4474269576,0.0
0.00044002879019999997,-1.36571499e-05,-1.36571499e-05,0.4970677089,0.0
0.0004400291131,-1.36571499e-05,-1.3657150299999998e-05,0.5551800578,0.0
0.00044002935949999996,-1.36571499e-05,-1.36572044e-05,0.5995305458000001,0.0
0.00044002945749999995,-1.36571499e-05,-1.36572812e-05,0.617169809,0.0
0.0004400295909,-1.36571499e-05,-1.36574418e-05,0.6411866265,0.0
0.0004400296273,-1.36571499e-05,-1.3657487599999998e-05,0.6477360686,0.0
0.00044002969999999995,-1.36571499e-05,-1.36575795e-05,0.6608349527,0.0
0.0004400298442,-1.36571499e-05,-1.3657762899999999e-05,0.6867800279,0.0
0.00044003005460000003,-1.36571499e-05,-1.3658032199999998e-05,0.7246527565,0.0
0.00044003047539999997,-1.36571499e-05,-1.3658595899999999e-05,0.8003982137000001,0.0
0.0004400311727,-1.36571499e-05,-1.3660653399999999e-05,0.9259196794,0.0
0.0004400317,-1.36571499e-05,-1.36638695e-05,1.0208325,0.0
0.00044003235339999994,-1.36571499e-05,-1.3668969399999999e-05,1.1384402,0.0
0.00044003296239999995,-1.36571499e-05,-1.3673778199999999e-05,1.2480598,0.0
0.0004400335551,-1.36571499e-05,-1.3678456799999999e-05,1.3547357,0.0
0.00044003474029999997,-1.36571499e-05,-1.3687826499999999e-05,1.5680874,0.0
0.0004400353845,-1.36571499e-05,-1.36929181e-05,1.6840437,0.0
0.00044003602869999994,-1.36571499e-05,-1.36980087e-05,1.8,0.0
0.0004400361121,-1.36571499e-05,-1.3698667500000001e-05,1.8,0.0
0.0004400362789,-1.36571499e-05,-1.36999861e-05,1.8,0.0
0.0004400365289,-1.36571499e-05,-1.37019637e-05,1.8,0.0
0.000440037029,-1.36571499e-05,-1.3705916299999999e-05,1.8,0.0
0.0004400380291,-1.36571499e-05,-1.3713806599999998e-05,1.8,0.0
0.0004400400295,-1.36571499e-05,-1.37295245e-05,1.8,0.0
0.00044004403009999997,-1.36571499e-05,-1.37607117e-05,1.8,0.0
0.0004400520313,-1.36571499e-05,-1.3822111499999999e-05,1.8,0.0
0.0004400680337,-1.36571499e-05,-1.3941157399999998e-05,1.8,0.0
0.0004401000386,-1.36571499e-05,-1.41652961e-05,1.8,0.0
0.00044016404829999995,-1.36571499e-05,-1.4564946199999999e-05,1.8,0.0
0.0004402920677,-1.36571499e-05,-1.5212449799999999e-05,1.8,0.0
0.0004405481065,-1.36571499e-05,-1.6109117e-05,1.8,0.0
0.0004408758263,-1.36571499e-05,-1.67935978e-05,1.8,0.0
0.00044130034749999996,-1.36571499e-05,-1.72967408e-05,1.8,0.0
0.0004418451985,-1.36571499e-05,-1.76283301e-05,1.8,0.0
0.0004426078564,-1.36571499e-05,-1.7843027899999997e-05,1.8,0.0
0.0004436623015,-1.36571499e-05,-1.79442769e-05,1.8,0.0
0.0004451708462,-1.36571499e-05,-1.79793872e-05,1.8,0.0
0.0004474459592,-1.36571499e-05,-1.79852316e-05,1.8,0.0
0.00045002602869999997,-1.36571499e-05,-1.79906862e-05,1.8,0.0
0.0004500261121,-1.36571499e-05,-1.79885122e-05,1.7849916,0.0
0.0004500262789,-1.36571499e-05,-1.79885129e-05,1.754975,0.0
0.0004500266124,-1.36571499e-05,-1.7988514599999997e-05,1.6949416,0.0
0.00045002727939999997,-1.36571499e-05,-1.7988517099999997e-05,1.574875,0.0
0.0004500286135,-1.36571499e-05,-1.7988515199999996e-05,1.3347416,0.0
0.0004500312817,-1.36571499e-05,-1.7988428899999996e-05,0.8544749998,0.0
0.00045003194869999995,-1.36571499e-05,-1.7988371099999998e-05,0.7344083332,0.0
0.00045003328279999996,-1.36571499e-05,-1.79876203e-05,0.4942749998,0.0
0.00045003475129999995,-1.36571499e-05,-1.79854174e-05,0.2299339473,0.0
0.00045003539,-1.36571499e-05,-1.79840978e-05,0.1149669737,0.0
0.00045003570939999995,-1.36571499e-05,-1.7983406399999997e-05,0.057483486800000004,0.0
0.00045003602869999996,-1.36571499e-05,-1.79827041e-05,0.0,0.0
0.00045003611210000003,-1.36571499e-05,-1.7982518599999998e-05,0.0,0.0
0.00045003624639999997,-1.36571499e-05,-1.79822187e-05,0.0,0.0
0.0004500364196,-1.36571499e-05,-1.79818293e-05,0.0,0.0
0.000450036766,-1.36571499e-05,-1.7981041799999998e-05,0.0,0.0
0.0004500374587,-1.36571499e-05,-1.7979443899999998e-05,0.0,0.0
0.00045003884429999997,-1.36571499e-05,-1.79761966e-05,0.0,0.0
0.0004500407278,-1.36571499e-05,-1.7971728e-05,0.0,0.0
0.0004500433097,-1.36571499e-05,-1.79655622e-05,0.0,0.0
0.0004500468548,-1.36571499e-05,-1.79570669e-05,0.0,0.0
0.000450052047,-1.36571499e-05,-1.7944606799999997e-05,0.0,0.0
0.00045005959009999995,-1.36571499e-05,-1.79265073e-05,0.0,0.0
0.0004500703733,-1.36571499e-05,-1.7900674999999998e-05,0.0,0.0
0.000450085772,-1.36571499e-05,-1.7863904999999997e-05,0.0,0.0
0.00045010791449999997,-1.36571499e-05,-1.7811308e-05,0.0,0.0
0.0004501397677,-1.36571499e-05,-1.77362451e-05,0.0,0.0
0.0004501856858,-1.36571499e-05,-1.7629318e-05,0.0,0.0
0.000450251866,-1.36571499e-05,-1.74779109e-05,0.0,0.0
0.000450347323,-1.36571499e-05,-1.72652323e-05,0.0,0.0
0.00045048512369999993,-1.36571499e-05,-1.6970309199999997e-05,0.0,0.0
0.00045068420259999995,-1.36571499e-05,-1.65700118e-05,0.0,0.0
0.0004509719368,-1.36571499e-05,-1.60465127e-05,0.0,0.0
0.00045138775079999995,-1.36571499e-05,-1.54062727e-05,0.0,0.0
0.0004519888015,-1.36571499e-05,-1.47137463e-05,0.0,0.0
0.00045285784849999995,-1.36571499e-05,-1.41144473e-05,0.0,0.0
0.0004541147175,-1.36571499e-05,-1.37548412e-05,0.0,0.0
0.0004558780307,-1.36571499e-05,-1.36680488e-05,0.0,0.0
0.0004578220885,-1.36571499e-05,-1.36572238e-05,0.0,0.0
0.0004603208914,-1.36571499e-05,-1.36559323e-05,0.0,0.0
0.00046466653079999995,-1.36571499e-05,-1.3656642899999998e-05,0.0,0.0
0.0004710285218,-1.36571499e-05,-1.3657964399999998e-05,0.0,0.0
0.00048028579799999996,-1.36571499e-05,-1.36559443e-05,0.0,0.0
0.0004936474163999999,-1.36571499e-05,-1.3658476599999999e-05,0.0,0.0
0.0005127944861,-1.36571499e-05,-1.36557327e-05,0.0,0.0
0.0005410720661,-1.36571499e-05,-1.3658602399999999e-05,0.0,0.0
0.0005831643893999999,-1.36571499e-05,-1.3655661999999998e-05,0.0,0.0
0.0006493114935999999,-1.36571499e-05,-1.3658646099999999e-05,0.0,0.0
0.0007816057019999999,-1.36571499e-05,-1.3655633299999999e-05,0.0,0.0
0.0010461940999999999,-1.36571499e-05,-1.36586522e-05,0.0,0.0
0.0014891258,-1.36571499e-05,-1.36556347e-05,0.0,0.0
0.0021082988,-1.36571499e-05,-1.36586627e-05,0.0,0.0
0.0021082989,-1.36571499e-05,-1.3656889799999999e-05,0.0,0.015008333300000001
0.0021082991,-1.36571499e-05,-1.3656889899999999e-05,0.0,0.0450249999
0.0021082994,-1.36571499e-05,-1.365689e-05,0.0,0.1050583333
0.0021083001,-1.36571499e-05,-1.3656890199999999e-05,0.0,0.2251249999
0.0021083006000000002,-1.36571499e-05,-1.36568903e-05,0.0,0.3281824832
0.002108301,-1.3657149799999999e-05,-1.3656890399999999e-05,0.0,0.386151115
0.0021083013,-1.3657149799999999e-05,-1.3656890499999999e-05,0.0,0.4474269368
