time_s,i_I56_Iout_A,v_vpre_res_V,v_vpre1_res_V
0.0,-1.3657149799999999e-05,0.0,0.0
0.001,-1.36571499e-05,0.0,0.0
0.003,-1.36571499e-05,0.0,0.0
0.007,-1.36571499e-05,0.0,0.0
0.008134464,-1.36571499e-05,0.0,0.0
0.0081344641,-1.36571499e-05,0.015008333300000001,0.015008333300000001
0.0081344643,-1.36571499e-05,0.0450249999,0.0450249999
0.0081344646,-1.36571499e-05,0.1050583333,0.1050583333
0.008134465300000001,-1.36571499e-05,0.2251249999,0.2251249999
0.008134465799999999,-1.36571499e-05,0.3281825664,0.3281825664
0.0081344662,-1.3657149799999999e-05,0.3861511835,0.3861511835
0.0081344665,-1.3657149799999999e-05,0.4474270385,0.4474270385
0.0081344668,-1.3657149799999999e-05,0.4970678038,0.4970678038
0.0081344671,-1.3657150299999998e-05,0.5551801537000001,0.5551801537000001
0.0081344674,-1.36572044e-05,0.5995306604,0.5995306604
0.008134467499999999,-1.36572812e-05,0.6171698109,0.6171698109
0.0081344676,-1.36574418e-05,0.6411866347,0.6411866347
0.0081344676,-1.3657487599999998e-05,0.6477361229,0.6477361229
0.0081344677,-1.36575795e-05,0.6608350991,0.6608350991
0.0081344678,-1.3657762899999999e-05,0.6867804447,0.6867804447
0.008134468,-1.3658032199999998e-05,0.724653653,0.724653653
0.0081344685,-1.3658595999999999e-05,0.8004000697,0.8004000697
0.0081344692,-1.3660653399999999e-05,0.9259223201,0.9259223201
0.0081344697,-1.36638696e-05,1.0208356,1.0208356
0.0081344703,-1.3668969499999999e-05,1.1384436,1.1384436
0.008134470999999999,-1.3673778199999999e-05,1.2480633,1.2480633
0.0081344716,-1.3678456799999999e-05,1.3547394,1.3547394
0.008134472700000001,-1.3687826599999999e-05,1.5680914,1.5680914
0.0081344734,-1.36929181e-05,1.6840457,1.6840457
0.008134474000000001,-1.36980086e-05,1.8,1.8
0.0081344741,-1.36986674e-05,1.8,1.8
0.008134474300000001,-1.3699986000000001e-05,1.8,1.8
0.008134474499999999,-1.3701963499999999e-05,1.8,1.8
0.008134475,-1.3705916099999999e-05,1.8,1.8
0.008134476,-1.3713806399999999e-05,1.8,1.8
0.008134478,-1.37295241e-05,1.8,1.8
0.008134482,-1.3760711099999999e-05,1.8,1.8
0.00813449,-1.38221103e-05,1.8,1.8
0.008134506,-1.39411552e-05,1.8,1.8
0.008134538,-1.4165292e-05,1.8,1.8
0.008134602,-1.45649393e-05,1.8,1.8
0.008134730100000001,-1.5212439299999998e-05,1.8,1.8
0.008134986100000002,-1.6109103499999998e-05,1.8,1.8
0.0081353138,-1.6793588e-05,1.8,1.8
0.0081357383,-1.7296733199999997e-05,1.8,1.8
0.0081362832,-1.76283253e-05,1.8,1.8
0.0081370458,-1.7843024199999997e-05,1.8,1.8
0.0081381003,-1.79442756e-05,1.8,1.8
0.0081396088,-1.79793859e-05,1.8,1.8
0.0081418839,-1.7985231299999998e-05,1.8,1.8
0.008144463999999999,-1.79906854e-05,1.8,1.8
0.0081444641,-1.7988511e-05,1.7849916,1.7849916
0.0081444643,-1.79885117e-05,1.754975,1.754975
0.0081444646,-1.79885133e-05,1.6949416,1.6949416
0.0081444653,-1.7988515899999998e-05,1.574875,1.574875
0.008144466599999999,-1.7988513999999997e-05,1.3347416,1.3347416
0.0081444693,-1.7988427699999997e-05,0.8544750004,0.8544750004
0.008144469900000001,-1.79883699e-05,0.7344083338,0.7344083338
0.0081444713,-1.79876195e-05,0.4942750006,0.4942750006
0.0081444727,-1.79854154e-05,0.2297933503,0.2297933503
0.008144473400000001,-1.79840965e-05,0.114896675,0.114896675
0.008144473700000002,-1.7983405399999998e-05,0.0574483376,0.0574483376
0.008144474,-1.79827036e-05,3.122502257e-10,3.122502257e-10
0.0081444741,-1.79825181e-05,0.0,0.0
0.0081444742,-1.79822183e-05,0.0,0.0
0.0081444744,-1.7981829e-05,0.0,0.0
0.008144474799999999,-1.7981041799999998e-05,0.0,0.0
0.008144475500000001,-1.7979444399999996e-05,0.0,0.0
0.0081444768,-1.7976198199999997e-05,0.0,0.0
0.0081444787,-1.79717303e-05,0.0,0.0
0.0081444813,-1.79655655e-05,0.0,0.0
0.0081444848,-1.79570718e-05,0.0,0.0
0.008144489999999999,-1.79446142e-05,0.0,0.0
0.0081444976,-1.79265182e-05,0.0,0.0
0.0081445084,-1.7900690699999997e-05,0.0,0.0
0.008144523800000001,-1.78639276e-05,0.0,0.0
0.008144545900000001,-1.78113405e-05,0.0,0.0
0.008144577699999999,-1.7736291699999998e-05,0.0,0.0
0.0081446237,-1.7629384300000002e-05,0.0,0.0
0.0081446898,-1.74780047e-05,0.0,0.0
0.0081447853,-1.72653635e-05,0.0,0.0
0.008144923,-1.69704898e-05,0.0,0.0
0.0081451221,-1.65702537e-05,0.0,0.0
0.0081454098,-1.60468212e-05,0.0,0.0
0.0081458255,-1.5406632699999998e-05,0.0,0.0
0.0081464264,-1.4714102099999999e-05,0.0,0.0
0.0081472953,-1.41147075e-05,0.0,0.0
0.0081485519,-1.3754963099999998e-05,0.0,0.0
0.0081503153,-1.36680539e-05,0.0,0.0
0.0081522591,-1.3657227199999999e-05,0.0,0.0
0.0081547576,-1.36559241e-05,0.0,0.0
0.0081591025,-1.3656647799999999e-05,0.0,0.0
0.0081654636,-1.36579595e-05,0.0,0.0
0.0081747194,-1.3655948199999999e-05,0.0,0.0
0.0081880792,-1.36584728e-05,0.0,0.0
0.0082072234,-1.36557364e-05,0.0,0.0
0.0082354969,-1.3658598799999999e-05,0.0,0.0
0.0082775822,-1.36556656e-05,0.0,0.0
0.0083437156,-1.36586426e-05,0.0,0.0
0.008475982500000001,-1.36556368e-05,0.0,0.0
0.008740516299999999,-1.36586486e-05,0.0,0.0
0.008873482700000001,-1.36556406e-05,0.0,0.0
0.008873482700000001,-1.36574109e-05,0.015008333300000001,0.015008333300000001
0.008873482900000002,-1.36574108e-05,0.0450249999,0.0450249999
0.0088734832,-1.36574107e-05,0.1050583333,0.1050583333
0.0088734839,-1.36574105e-05,0.2251249999,0.2251249999
0.0088734845,-1.36574104e-05,0.3281824097,0.3281824097
0.0088734848,-1.36574103e-05,0.38615105710000003,0.38615105710000003
0.0088734851,-1.3657410199999998e-05,0.4474268462,0.4474268462
0.0088734854,-1.36574101e-05,0.49706757770000004,0.49706757770000004
0.0088734857,-1.36574104e-05,0.5551799245,0.5551799245
0.008873486,-1.3657464499999999e-05,0.5995303878,0.5995303878
0.0088734861,-1.36575412e-05,0.6171696085,0.6171696085
0.0088734862,-1.3657701799999999e-05,0.6411864399,0.6411864399
0.0088734862,-1.36577476e-05,0.6477357735000001,0.6477357735000001
0.0088734863,-1.36578395e-05,0.6608344406,0.6608344406
0.0088734865,-1.36580229e-05,0.6867786087,0.6867786087
0.0088734867,-1.3658291999999999e-05,0.7246497383,0.7246497383
0.0088734871,-1.3658855699999999e-05,0.8003919977,0.8003919977
0.0088734878,-1.3660912599999999e-05,0.9259303777,0.9259303777
0.0088734883,-1.3664128399999998e-05,1.0208539,1.0208539
0.008873489,-1.36692272e-05,1.1384475,1.1384475
0.0088734896,-1.36740366e-05,1.248091,1.248091
0.0088734902,-1.36787142e-05,1.3547539,1.3547539
0.0088734914,-1.3688082e-05,1.5680799,1.5680799
0.008873492,-1.3693173299999999e-05,1.6840399,1.6840399
0.0088734927,-1.3698263699999999e-05,1.8,1.8
0.0088734927,-1.36989224e-05,1.8,1.8
0.0088734929,-1.37002409e-05,1.8,1.8
0.0088734932,-1.37022183e-05,1.8,1.8
0.008873493699999999,-1.3706170699999998e-05,1.8,1.8
0.0088734947,-1.37140605e-05,1.8,1.8
0.0088734967,-1.3729777199999999e-05,1.8,1.8
0.0088735007,-1.37609624e-05,1.8,1.8
0.008873508700000001,-1.3822357999999998e-05,1.8,1.8
0.008873524700000001,-1.3941395899999999e-05,1.8,1.8
0.0088735567,-1.41655198e-05,1.8,1.8
0.0088736207,-1.4565144299999999e-05,1.8,1.8
0.0088737487,-1.5212608299999999e-05,1.8,1.8
0.0088740047,-1.61092241e-05,1.8,1.8
0.0088743325,-1.67936889e-05,1.8,1.8
0.008874757,-1.7296808999999998e-05,1.8,1.8
0.0088753019,-1.76283766e-05,1.8,1.8
0.008876064599999999,-1.78430519e-05,1.8,1.8
0.0088771191,-1.79442866e-05,1.8,1.8
0.008878627699999999,-1.79793888e-05,1.8,1.8
0.008880903,-1.79852318e-05,1.8,1.8
0.0088834827,-1.7990685800000002e-05,1.8,1.8
0.0088834827,-1.79885115e-05,1.7849916,1.7849916
0.008883482900000001,-1.79885121e-05,1.754975,1.754975
0.0088834832,-1.7988513799999997e-05,1.6949416,1.6949416
0.008883483900000001,-1.7988516400000003e-05,1.574875,1.574875
0.008883485200000001,-1.79885144e-05,1.3347416,1.3347416
0.0088834879,-1.79884281e-05,0.8544750004,0.8544750004
0.0088834886,-1.7988370299999998e-05,0.7344083338,0.7344083338
0.008883489900000001,-1.7987619899999997e-05,0.4942750006,0.4942750006
0.0088834914,-1.7985415899999998e-05,0.2297933509,0.2297933509
0.008883492,-1.79840969e-05,0.1148966753,0.1148966753
0.0088834923,-1.79834059e-05,0.0574483376,0.0574483376
0.0088834927,-1.79827041e-05,0.0,0.0
0.0088834927,-1.79825185e-05,0.0,0.0
0.0088834929,-1.7982218799999997e-05,0.0,0.0
