time_s,i_I56_Iout_A,v_vpre_res_V,v_vpre1_res_V
0.0,-1.3657149799999999e-05,0.0,0.0
0.0009898224379,-1.36571499e-05,0.0,0.0
0.0009898225213,-1.36571499e-05,0.015008333300000001,0.0
0.0009898226879999999,-1.36571499e-05,0.0450249999,0.0
0.0009898230214999998,-1.36571499e-05,0.1050583333,0.0
0.0009898236885999999,-1.36571499e-05,0.2251249999,0.0
0.0009898242611,-1.36571499e-05,0.328182574,0.0
0.0009898245832,-1.36571499e-05,0.3861511899,0.0
0.0009898249236,-1.36571499e-05,0.44742704780000003,0.0
0.0009898251994,-1.36571499e-05,0.4970678145,0.0
0.0009898255222,-1.3657150299999998e-05,0.5551801647,0.0
0.0009898257686,-1.36572044e-05,0.5995306735,0.0
0.0009898258666,-1.36572812e-05,0.6171698185000001,0.0
0.000989826,-1.36574418e-05,0.6411866423,0.0
0.0009898260364,-1.3657487599999998e-05,0.6477361376,0.0
0.0009898261092,-1.36575795e-05,0.6608351281,0.0
0.0009898262533,-1.3657762899999999e-05,0.6867805251,0.0
0.0009898264637,-1.3658032199999998e-05,0.7246538245,0.0
0.0009898268845,-1.3658595999999999e-05,0.8004004234000001,0.0
0.0009898275819,-1.3660653399999999e-05,0.9259221149,0.0
0.0009898281091999998,-1.36638696e-05,1.0208351,0.0
0.0009898287626,-1.3668969499999999e-05,1.1384436,0.0
0.0009898293716,-1.3673778199999999e-05,1.2480624,0.0
0.0009898299641999998,-1.36784569e-05,1.354739,0.0
0.0009898311495,-1.36878267e-05,1.568092,0.0
0.0009898317937,-1.36929181e-05,1.684046,0.0
0.0009898324378999998,-1.36980086e-05,1.8,0.0
0.0009898325213,-1.3698667500000001e-05,1.8,0.0
0.000989832688,-1.36999861e-05,1.8,0.0
0.0009898329379999999,-1.3701963599999999e-05,1.8,0.0
0.0009898334381,-1.37059162e-05,1.8,0.0
0.0009898344383,-1.3713806399999999e-05,1.8,0.0
0.0009898364385,-1.37295241e-05,1.8,0.0
0.0009898404391,-1.3760711e-05,1.8,0.0
0.0009898484402,-1.3822110199999998e-05,1.8,0.0
0.0009898644425,-1.39411549e-05,1.8,0.0
0.0009898964469999998,-1.41652915e-05,1.8,0.0
0.000989960456,-1.4564938299999999e-05,1.8,0.0
0.0009900884741,-1.52124377e-05,1.8,0.0
0.0009903445101999999,-1.6109101500000002e-05,1.8,0.0
0.0009906722289,-1.67935866e-05,1.8,0.0
0.0009910967478,-1.72967322e-05,1.8,0.0
0.0009916415961999999,-1.76283247e-05,1.8,0.0
0.0009924042492999998,-1.78430239e-05,1.8,0.0
0.0009934586903,-1.79442755e-05,1.8,0.0
0.000994967218,-1.79793859e-05,1.8,0.0
0.0009972423318,-1.7985231299999998e-05,1.8,0.0
0.0009998224379,-1.79906854e-05,1.8,0.0
0.0009998225213,-1.7988511e-05,1.7849916,0.0
0.0009998226879999999,-1.79885117e-05,1.754975,0.0
0.0009998230214999999,-1.79885133e-05,1.6949416,0.0
0.0009998236885999999,-1.7988515899999998e-05,1.574875,0.0
0.0009998250226,-1.7988513999999997e-05,1.3347416,0.0
0.0009998276908,-1.7988427699999997e-05,0.8544750004,0.0
0.0009998283578,-1.79883699e-05,0.7344083338,0.0
0.0009998296919,-1.79876195e-05,0.4942750006,0.0
0.0009998311612,-1.79854154e-05,0.2297933503,0.0
0.0009998317996,-1.79840965e-05,0.1148966751,0.0
0.0009998321187,-1.7983405399999998e-05,0.0574483375,0.0
0.0009998324378999999,-1.79827036e-05,0.0,0.0
0.0009998325213,-1.79825181e-05,0.0,0.0
0.0009998326553999999,-1.79822183e-05,0.0,0.0
0.0009998328286,-1.7981829e-05,0.0,0.0
0.0009998331748,-1.7981041799999998e-05,0.0,0.0
0.0009998338674,-1.7979444399999996e-05,0.0,0.0
0.0009998352525,-1.7976198199999997e-05,0.0,0.0
0.0009998371358,-1.79717303e-05,0.0,0.0
0.0009998397171999999,-1.79655655e-05,0.0,0.0
0.0009998432616999998,-1.79570718e-05,0.0,0.0
0.0009998484528,-1.7944614099999997e-05,0.0,0.0
0.0009998559943999999,-1.79265181e-05,0.0,0.0
0.0009998667757,-1.7900690699999997e-05,0.0,0.0
0.0009998821715,-1.78639276e-05,0.0,0.0
0.0009999043097,-1.78113405e-05,0.0,0.0
0.0009999361568,-1.77362916e-05,0.0,0.0
0.000999982066,-1.7629384300000002e-05,0.0,0.0
0.0010000482,-1.74780047e-05,0.0,0.0
0.0010001436,-1.72653635e-05,0.0,0.0
0.0010002814,-1.69704898e-05,0.0,0.0
0.0010004804000000001,-1.65702537e-05,0.0,0.0
0.0010007681,-1.60468212e-05,0.0,0.0
0.0010011838,-1.5406632699999998e-05,0.0,0.0
0.0010017848,-1.4714102099999999e-05,0.0,0.0
0.0010026537,-1.4114707599999998e-05,0.0,0.0
0.0010039103,-1.3754963099999998e-05,0.0,0.0
0.0010056737,-1.36680539e-05,0.0,0.0
0.0010076175,-1.3657227199999999e-05,0.0,0.0
0.0010101160000000001,-1.36559241e-05,0.0,0.0
0.0010144609,-1.3656647799999999e-05,0.0,0.0
0.0010208219000000002,-1.36579595e-05,0.0,0.0
0.0010300778,-1.3655948199999999e-05,0.0,0.0
0.0010434376000000001,-1.36584728e-05,0.0,0.0
0.0010625818,-1.36557364e-05,0.0,0.0
0.0010908553,-1.3658598799999999e-05,0.0,0.0
0.0011329406,-1.36556656e-05,0.0,0.0
0.0011788307,-1.36586545e-05,0.0,0.0
