frequency_st_x_hz,frequency_st_y_hz,mean_voltage_difference_integral_vs,std_voltage_difference_integral_vs,min_voltage_difference_integral_vs,max_voltage_difference_integral_vs,valid_trial_count,trial_indices_used,trial_integrals_vs,run_name
129,113,1.9759620600245944e-07,8.613018935917657e-07,0.0,3.9519241200491885e-06,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;3.951924120049e-06;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_113_hz
129,129,3.056942393994678e-06,5.97062527107401e-06,0.0,1.7738119439980606e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1.588920173994e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.773811943998e-05;0.000000000000e+00;0.000000000000e+00;1.634613425998e-05;0.000000000000e+00;0.000000000000e+00;1.442827979992e-06;0.000000000000e+00;7.708707179988e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;2.013857280012e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_129_hz
129,145,2.7249536429933832e-06,6.628869280032939e-06,0.0,2.759534081999415e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.139799905998e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.055594609992e-05;0.000000000000e+00;2.759534081999e-05;4.949786879971e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_145_hz
129,161,2.2819129065058957e-06,4.267662221853276e-06,0.0,1.7057503980014158e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;4.820069519967e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;5.896528956006e-06;0.000000000000e+00;0.000000000000e+00;1.705750398001e-05;0.000000000000e+00;5.246073540077e-06;8.790118974000e-06;0.000000000000e+00;3.827963160052e-06;0.000000000000e+00,st1_129_hz__st2_161_hz
129,177,1.1177061237009968e-06,2.6306665633350566e-06,0.0,9.563208660018363e-06,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;4.707485999761e-08;9.563208660018e-06;0.000000000000e+00;7.606866419987e-06;0.000000000000e+00;0.000000000000e+00;3.230919233998e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.906053300019e-06;0.000000000000e+00,st1_129_hz__st2_177_hz
129,193,2.0927871791989772e-06,4.279788437167357e-06,0.0,1.2465174060000139e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,6.346796412600e-08;1.186599293993e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.035773081993e-05;0.000000000000e+00;1.246517406000e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;7.103377799991e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_193_hz
129,209,1.471924671295477e-06,4.6386216834833965e-06,0.0,1.9211185025941325e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;1.022730839997e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.921118502594e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_209_hz
129,225,3.5116031911522917e-06,5.912243040116268e-06,0.0,1.8826049718070893e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,5.073149879986e-06;1.580722055999e-05;1.243990998002e-05;0.000000000000e+00;9.623668050002e-07;1.215015516003e-05;1.882604971807e-05;2.596326480009e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;2.376885239930e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_225_hz
129,241,2.2064944787947986e-06,5.04654460719362e-06,0.0,1.642772505599105e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2.026843739944e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;7.886041200006e-06;0.000000000000e+00;0.000000000000e+00;1.642772505599e-05;0.000000000000e+00;0.000000000000e+00;1.400392619966e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.638888695999e-05;0.000000000000e+00,st1_129_hz__st2_241_hz
129,257,4.233844886397248e-06,6.256406070654136e-06,0.0,1.8728375760024286e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,2.296771199728e-07;4.909443480000e-06;0.000000000000e+00;1.314099719998e-05;0.000000000000e+00;0.000000000000e+00;1.769764463994e-05;0.000000000000e+00;0.000000000000e+00;4.756083948002e-06;0.000000000000e+00;1.872837576002e-05;0.000000000000e+00;0.000000000000e+00;3.171967560012e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;9.449872380007e-06;1.259283564001e-05,st1_129_hz__st2_257_hz
129,273,3.141157229074231e-06,6.483823737804238e-06,0.0,2.4192996479904805e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;9.861286931996e-06;0.000000000000e+00;2.506606865640e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.163870582400e-05;1.462354847994e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;2.419299647990e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_273_hz
129,289,2.593043371802769e-06,5.026734481473399e-06,0.0,1.4412014820003316e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;4.743240660006e-06;4.966532964000e-06;0.000000000000e+00;0.000000000000e+00;1.441201482000e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.352351563199e-05;1.421556336005e-05;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_289_hz
129,305,3.7836410877002855e-06,6.02239077619107e-06,0.0,2.0152320318008594e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;7.879382820009e-06;2.015232031801e-05;0.000000000000e+00;8.315836019990e-06;0.000000000000e+00;1.193572422001e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.936184940002e-06;1.417605897600e-05;0.000000000000e+00;1.127731445999e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_305_hz
129,321,4.944351088947485e-06,7.77166004613204e-06,0.0,2.585391645778257e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;1.750811417999e-05;1.553828538726e-05;1.477120143600e-05;4.162059539914e-06;2.585391645778e-05;0.000000000000e+00;7.108105697999e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.394533908000e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_321_hz
129,337,2.006351982005994e-06,3.7538068543302586e-06,0.0,1.440966617997086e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;1.440966617997e-05;0.000000000000e+00;0.000000000000e+00;8.150766480053e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;3.040745580030e-06;0.000000000000e+00;0.000000000000e+00;7.188764580013e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;4.124533680094e-06;3.212563139959e-06,st1_129_hz__st2_337_hz
129,353,5.489787523405777e-06,7.285967548474859e-06,0.0,2.2727724120008565e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;1.404798421499e-05;2.018868012001e-05;0.000000000000e+00;0.000000000000e+00;3.457883491200e-06;1.328120694002e-05;0.000000000000e+00;0.000000000000e+00;7.710789419993e-06;0.000000000000e+00;3.878919539968e-06;0.000000000000e+00;2.272772412001e-05;1.425041747994e-05;0.000000000000e+00;1.625619059989e-06;8.626526081999e-06;0.000000000000e+00,st1_129_hz__st2_353_hz
129,369,3.7117973978915974e-06,6.296973945439232e-06,0.0,2.069796167993299e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1.174887036000e-05;0.000000000000e+00;0.000000000000e+00;2.069796167993e-05;0.000000000000e+00;0.000000000000e+00;1.652634415801e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.025130131992e-05;5.132605319957e-06;0.000000000000e+00;9.878865120014e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_369_hz
129,385,4.5874694114977214e-06,7.54550324365958e-06,0.0,2.3808552120008207e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1.617775000201e-05;0.000000000000e+00;5.886580679954e-06;2.380855212001e-05;0.000000000000e+00;1.628870410800e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.733996195994e-05;0.000000000000e+00;6.241876199908e-07;1.139890482005e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;2.247469199995e-07,st1_129_hz__st2_385_hz
129,401,4.7348770724980545e-06,7.327997895335859e-06,0.0,2.07180622259856e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;7.795774799951e-07;1.261274399922e-07;0.000000000000e+00;0.000000000000e+00;1.709405465400e-05;2.171523689989e-06;1.793688479998e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;2.071806222599e-05;1.742355396004e-05;8.982665099994e-06;0.000000000000e+00;9.465092099992e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_401_hz
129,417,4.9873434578893635e-06,6.450467278819057e-06,0.0,2.0500377389966185e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;2.372702219999e-06;1.395370871998e-05;0.000000000000e+00;3.426774119963e-06;2.050037738997e-05;3.012809399960e-07;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;9.263007719987e-06;0.000000000000e+00;9.375210827998e-06;1.319014745996e-05;1.222065287995e-05;1.032001740014e-06;1.411100513997e-05;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_417_hz
129,433,2.40242404500296e-06,5.027150055594432e-06,0.0,1.6296886080024998e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;1.629688608002e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;9.868284540027e-06;7.903036260015e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.398027401999e-05;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_433_hz
129,449,6.928841789003889e-06,1.095319341204794e-05,0.0,4.692232745993342e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,7.621212420000e-06;1.198596267001e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.790882956619e-05;0.000000000000e+00;0.000000000000e+00;1.554124231799e-05;1.429066403993e-05;1.016803728001e-05;0.000000000000e+00;8.063879039998e-06;1.847923560022e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;4.692232745993e-05;4.226757426000e-06,st1_129_hz__st2_449_hz
129,465,2.8942186572001454e-06,6.046430844847592e-06,0.0,1.7923849236010925e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.681189362004e-05;2.468661839949e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.792384923601e-05;0.000000000000e+00;0.000000000000e+00;4.096038600299e-07;1.658136358800e-05;3.689000999973e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_465_hz
129,481,7.379787197703476e-06,8.538403609873606e-06,0.0,2.727681533997717e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;1.629626040002e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.385824554002e-05;0.000000000000e+00;1.995990861607e-05;2.727681533998e-05;1.417675769997e-05;0.000000000000e+00;1.199105244004e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.584803555997e-05;4.453574579996e-07;3.504332160054e-06;1.686825053997e-05;7.370728199985e-06,st1_129_hz__st2_481_hz
129,497,2.13240292019766e-06,4.808105052426495e-06,0.0,1.8909251820029006e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,9.244758599647e-07;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.890925182003e-05;0.000000000000e+00;0.000000000000e+00;6.399291599624e-07;1.129387802400e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;7.406448660000e-06;3.474074879997e-06,st1_129_hz__st2_497_hz
129,513,3.5257466249949407e-06,5.494912369481118e-06,0.0,1.5215270939997194e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,4.343466059969e-06;1.518301799990e-05;0.000000000000e+00;8.776395899973e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;7.553338020025e-06;1.464630462001e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;4.797138960017e-06;0.000000000000e+00;0.000000000000e+00;1.521527094000e-05;0.000000000000e+00;0.000000000000e+00,st1_129_hz__st2_513_hz
129,529,6.0932708999990315e-06,9.247938027502047e-06,0.0,2.9112885900017815e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;1.177494245997e-05;0.000000000000e+00;2.713900698000e-05;5.742829079980e-06;1.243287647994e-05;3.396963599911e-07;0.000000000000e+00;1.023222779993e-06;1.454807520002e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;2.911288590002e-05;0.000000000000e+00;0.000000000000e+00;1.623052746003e-05;0.000000000000e+00;1.661462298005e-05,st1_129_hz__st2_529_hz
129,545,1.2145976675097988e-05,1.68384072874384e-05,0.0,7.177958568010124e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;3.217264894806e-05;0.000000000000e+00;0.000000000000e+00;7.177958568010e-05;6.426604799925e-06;2.575720602000e-05;0.000000000000e+00;1.641730734003e-06;1.536075846000e-05;1.613742173999e-05;9.755308800263e-07;1.000234763992e-05;0.000000000000e+00;1.818708659973e-06;2.821544819986e-06;2.027225879964e-06;1.449133847999e-05;2.534473152002e-05;1.616214923999e-05,st1_129_hz__st2_545_hz
129,561,1.2035173085101907e-05,1.1386483542590638e-05,0.0,3.4781296140107274e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;3.483361980061e-06;0.000000000000e+00;4.769585999903e-08;3.478129614011e-05;0.000000000000e+00;3.147853896001e-05;1.705595670001e-05;3.448884236394e-05;1.292464350005e-05;1.496442132000e-05;9.826718040035e-06;2.826238679993e-06;0.000000000000e+00;1.919724101994e-05;1.105565113800e-05;1.245808745994e-05;1.931297093999e-05;1.680179759997e-05;0.000000000000e+00,st1_129_hz__st2_561_hz
129,577,1.0626425885703547e-05,1.0553877221714961e-05,0.0,3.50575297200173e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,6.351408359950e-06;9.951370560003e-06;1.456043003999e-05;3.505752972002e-05;3.330808020004e-05;8.622396161999e-06;0.000000000000e+00;0.000000000000e+00;1.164087558008e-05;1.457712990001e-05;0.000000000000e+00;0.000000000000e+00;1.113393465001e-05;0.000000000000e+00;6.322111379983e-06;0.000000000000e+00;1.253833254000e-05;3.181714920006e-06;1.969450361999e-05;2.558870008200e-05,st1_129_hz__st2_577_hz
129,593,6.242882727866203e-06,9.347540505802944e-06,0.0,3.4671973301981376e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;5.900959799798e-07;0.000000000000e+00;7.229039039980e-06;7.158690257399e-06;3.467197330198e-05;1.436513403600e-05;0.000000000000e+00;0.000000000000e+00;5.918732550001e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;2.467725281998e-05;0.000000000000e+00;3.467107800009e-06;1.322888741998e-05;1.355074135201e-05,st1_129_hz__st2_593_hz
145,1,0.0,0.0,0.0,0.0,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_145_hz__st2_1_hz
145,17,0.0,0.0,0.0,0.0,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_145_hz__st2_17_hz
145,33,8.675916389998262e-07,3.7817442786610644e-06,0.0,1.7351832779996523e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.735183278000e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_145_hz__st2_33_hz
145,49,1.6548787709980141e-06,4.438844951054351e-06,0.0,1.638905237991706e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;3.845882880060e-06;0.000000000000e+00;0.000000000000e+00;1.638905237992e-05;1.286264015998e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_145_hz__st2_49_hz
145,65,3.2348179799988887e-07,1.4100244675563532e-06,0.0,6.469635959997777e-06,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;6.469635959998e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_145_hz__st2_65_hz
145,81,0.0,0.0,0.0,0.0,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_145_hz__st2_81_hz
145,97,9.405291779995829e-07,2.4758905969372454e-06,0.0,9.271190159987342e-06,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;6.871791780005e-06;9.271190159987e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;2.667601619999e-06,st1_145_hz__st2_97_hz
145,113,1.7454696354037881e-06,4.1945670561826215e-06,0.0,1.3488562008000595e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.156301190007e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.348856200800e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;9.857818800002e-06,st1_145_hz__st2_113_hz
145,129,1.810272438900057e-06,4.4445764550816485e-06,0.0,1.4324317559999412e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1.377331146000e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.432431756000e-05;8.107819757999e-06,st1_145_hz__st2_129_hz
145,145,1.8337678199994988e-06,4.36949056751444e-06,0.0,1.2869470260068462e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.214755757998e-05;1.286947026007e-05;1.165832855994e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_145_hz__st2_145_hz
145,161,2.705967270005827e-07,1.1795037874484038e-06,0.0,5.411934540011654e-06,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;5.411934540012e-06,st1_145_hz__st2_161_hz
145,177,2.159735000039679e-06,5.7021935960342035e-06,0.0,2.2207541759997065e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;6.608735171997e-06;2.220754176000e-05;0.000000000000e+00;0.000000000000e+00;1.437842306880e-05;0.000000000000e+00,st1_145_hz__st2_177_hz
145,193,3.4645572602962254e-06,4.627761910993704e-06,0.0,1.5778220525997437e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1.049811534002e-05;0.000000000000e+00;2.574881621994e-06;0.000000000000e+00;1.187971633800e-05;0.000000000000e+00;0.000000000000e+00;3.059025299967e-06;1.645381259940e-06;5.499296639991e-06;0.000000000000e+00;8.351375219998e-06;0.000000000000e+00;0.000000000000e+00;2.818914659997e-06;0.000000000000e+00;0.000000000000e+00;7.960921200256e-07;1.577822052600e-05;6.390126180000e-06,st1_145_hz__st2_193_hz
145,209,4.236054162311334e-06,6.203654809687861e-06,0.0,1.7580537180064693e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,1.328857056001e-05;9.722290680025e-06;0.000000000000e+00;1.040935950006e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.749104820001e-05;1.758053718006e-05;7.014825900054e-06;9.214451225999e-06;0.000000000000e+00,st1_145_hz__st2_209_hz
145,225,2.580903101696529e-06,4.917104450550213e-06,0.0,1.803412769400756e-05,20,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;2.177750160004e-06;1.101805289995e-05;2.756409479965e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.803412769401e-05;9.905148000011e-06;7.726573799996e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,st1_145_hz__st2_225_hz
