run_name,st1_frequency_hz,st2_frequency_hz,st3_frequency_hz,mean_difference_spike_count,std_difference_spike_count,min_difference_spike_count,max_difference_spike_count,valid_trial_count,trial_indices_used,trial_difference_spike_counts,cap_v,difference_threshold_v,include_fixed_spike_trains_in_sum,fixed_st_4_frequency_name,fixed_st_4_frequency_hz
st1_1_hz__st2_1_hz__st3_1_hz,1,1,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_31_hz,1,1,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_61_hz,1,1,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_91_hz,1,1,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_121_hz,1,1,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_151_hz,1,1,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_181_hz,1,1,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_211_hz,1,1,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_241_hz,1,1,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_271_hz,1,1,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_301_hz,1,1,301,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_331_hz,1,1,331,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_361_hz,1,1,361,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_391_hz,1,1,391,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_421_hz,1,1,421,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_451_hz,1,1,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_481_hz,1,1,481,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_511_hz,1,1,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_541_hz,1,1,541,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_1_hz__st3_571_hz,1,1,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_1_hz,1,31,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_31_hz,1,31,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_61_hz,1,31,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_91_hz,1,31,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_121_hz,1,31,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_151_hz,1,31,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_181_hz,1,31,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_211_hz,1,31,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_241_hz,1,31,241,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_271_hz,1,31,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_301_hz,1,31,301,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,1;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_331_hz,1,31,331,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_361_hz,1,31,361,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_391_hz,1,31,391,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,0;1;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_421_hz,1,31,421,0.6,0.7999999999999999,0,2,5,1;2;3;4;5,0;2;1;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_451_hz,1,31,451,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,1;0;0;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_481_hz,1,31,481,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,0;0;1;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_511_hz,1,31,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_541_hz,1,31,541,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_31_hz__st3_571_hz,1,31,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_1_hz,1,61,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_31_hz,1,61,31,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,0;1;0;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_61_hz,1,61,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_91_hz,1,61,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_121_hz,1,61,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_151_hz,1,61,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_181_hz,1,61,181,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_211_hz,1,61,211,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,0;1;0;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_241_hz,1,61,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_271_hz,1,61,271,0.8,0.7483314773547883,0,2,5,1;2;3;4;5,1;0;0;1;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_301_hz,1,61,301,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_331_hz,1,61,331,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,0;1;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_361_hz,1,61,361,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,0;1;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_391_hz,1,61,391,0.6,0.7999999999999999,0,2,5,1;2;3;4;5,0;0;1;0;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_421_hz,1,61,421,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_451_hz,1,61,451,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_481_hz,1,61,481,0.8,0.4,0,1,5,1;2;3;4;5,1;1;1;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_511_hz,1,61,511,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_541_hz,1,61,541,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,0;0;1;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_61_hz__st3_571_hz,1,61,571,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_1_hz,1,91,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_31_hz,1,91,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_61_hz,1,91,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_91_hz,1,91,91,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,1;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_121_hz,1,91,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_151_hz,1,91,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_181_hz,1,91,181,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,1;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_211_hz,1,91,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_241_hz,1,91,241,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,0;1;1;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_271_hz,1,91,271,0.4,0.8000000000000002,0,2,5,1;2;3;4;5,2;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_301_hz,1,91,301,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,1;0;0;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_331_hz,1,91,331,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_361_hz,1,91,361,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,1;0;1;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_391_hz,1,91,391,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_421_hz,1,91,421,0.8,1.1661903789690602,0,3,5,1;2;3;4;5,1;0;0;3;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_451_hz,1,91,451,0.6,0.7999999999999999,0,2,5,1;2;3;4;5,0;1;0;0;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_481_hz,1,91,481,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,1;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_511_hz,1,91,511,0.6,0.48989794855663565,0,1,5,1;2;3;4;5,0;1;1;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_541_hz,1,91,541,0.8,1.1661903789690604,0,3,5,1;2;3;4;5,0;1;3;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_91_hz__st3_571_hz,1,91,571,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,1;0;1;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_1_hz,1,121,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_31_hz,1,121,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_61_hz,1,121,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_91_hz,1,121,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_121_hz,1,121,121,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,0;0;1;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_151_hz,1,121,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_181_hz,1,121,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_211_hz,1,121,211,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_241_hz,1,121,241,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_271_hz,1,121,271,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,0;0;1;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_301_hz,1,121,301,0.6,0.48989794855663565,0,1,5,1;2;3;4;5,1;0;1;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_331_hz,1,121,331,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,1;0;0;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_361_hz,1,121,361,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_391_hz,1,121,391,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,1;1;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_421_hz,1,121,421,0.8,0.4000000000000001,0,1,5,1;2;3;4;5,0;1;1;1;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_451_hz,1,121,451,1.0,0.8944271909999159,0,2,5,1;2;3;4;5,0;0;2;1;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_481_hz,1,121,481,0.4,0.8000000000000002,0,2,5,1;2;3;4;5,0;2;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_511_hz,1,121,511,0.8,0.7483314773547883,0,2,5,1;2;3;4;5,0;2;1;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_541_hz,1,121,541,1.0,0.6324555320336759,0,2,5,1;2;3;4;5,2;1;0;1;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_121_hz__st3_571_hz,1,121,571,0.8,0.9797958971132713,0,2,5,1;2;3;4;5,0;0;0;2;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_1_hz,1,151,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_31_hz,1,151,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_61_hz,1,151,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_91_hz,1,151,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_121_hz,1,151,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_151_hz,1,151,151,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_181_hz,1,151,181,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_211_hz,1,151,211,0.6,0.8,0,2,5,1;2;3;4;5,0;0;0;2;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_241_hz,1,151,241,0.6,0.7999999999999999,0,2,5,1;2;3;4;5,0;1;0;0;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_271_hz,1,151,271,0.6,0.48989794855663565,0,1,5,1;2;3;4;5,0;0;1;1;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_301_hz,1,151,301,0.4,0.8000000000000002,0,2,5,1;2;3;4;5,0;2;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_331_hz,1,151,331,0.6,0.48989794855663565,0,1,5,1;2;3;4;5,0;1;1;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_361_hz,1,151,361,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,1;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_391_hz,1,151,391,0.4,0.8000000000000002,0,2,5,1;2;3;4;5,0;0;2;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_421_hz,1,151,421,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,0;0;1;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_451_hz,1,151,451,0.8,0.4,0,1,5,1;2;3;4;5,1;1;1;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_481_hz,1,151,481,1.0,0.6324555320336759,0,2,5,1;2;3;4;5,1;1;0;1;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_511_hz,1,151,511,2.0,1.4142135623730951,0,4,5,1;2;3;4;5,0;4;2;3;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_541_hz,1,151,541,1.4,1.019803902718557,0,3,5,1;2;3;4;5,1;3;1;2;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_151_hz__st3_571_hz,1,151,571,1.6,1.019803902718557,0,3,5,1;2;3;4;5,0;1;2;2;3,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_1_hz,1,181,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_31_hz,1,181,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_61_hz,1,181,61,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_91_hz,1,181,91,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_121_hz,1,181,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_151_hz,1,181,151,0.6,0.7999999999999999,0,2,5,1;2;3;4;5,0;0;1;2;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_181_hz,1,181,181,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,0;0;1;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_211_hz,1,181,211,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,0;0;1;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_241_hz,1,181,241,0.8,0.4000000000000001,0,1,5,1;2;3;4;5,0;1;1;1;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_271_hz,1,181,271,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_301_hz,1,181,301,0.4,0.48989794855663565,0,1,5,1;2;3;4;5,1;0;1;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_331_hz,1,181,331,1.0,0.6324555320336759,0,2,5,1;2;3;4;5,1;1;2;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_361_hz,1,181,361,0.6,0.7999999999999999,0,2,5,1;2;3;4;5,0;0;2;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_391_hz,1,181,391,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,1;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_421_hz,1,181,421,0.6,0.7999999999999999,0,2,5,1;2;3;4;5,1;2;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_451_hz,1,181,451,0.6,0.48989794855663565,0,1,5,1;2;3;4;5,0;1;1;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_481_hz,1,181,481,0.8,0.7483314773547883,0,2,5,1;2;3;4;5,1;1;0;2;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_511_hz,1,181,511,1.4,1.4966629547095764,0,4,5,1;2;3;4;5,1;0;0;2;4,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_541_hz,1,181,541,0.8,0.7483314773547883,0,2,5,1;2;3;4;5,1;0;0;1;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_181_hz__st3_571_hz,1,181,571,1.4,1.019803902718557,0,3,5,1;2;3;4;5,1;0;3;2;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_1_hz,1,211,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_31_hz,1,211,31,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_61_hz,1,211,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_91_hz,1,211,91,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_121_hz,1,211,121,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_151_hz,1,211,151,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,1;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_181_hz,1,211,181,0.6,0.48989794855663565,0,1,5,1;2;3;4;5,0;1;1;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_211_hz,1,211,211,1.0,0.8944271909999159,0,2,5,1;2;3;4;5,0;2;1;0;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_241_hz,1,211,241,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_271_hz,1,211,271,0.8,0.7483314773547883,0,2,5,1;2;3;4;5,1;0;1;0;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_301_hz,1,211,301,0.6,0.7999999999999999,0,2,5,1;2;3;4;5,0;0;2;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_331_hz,1,211,331,1.2,1.16619037896906,0,3,5,1;2;3;4;5,0;3;1;2;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_361_hz,1,211,361,0.8,0.4,0,1,5,1;2;3;4;5,1;1;1;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_391_hz,1,211,391,1.2,1.16619037896906,0,3,5,1;2;3;4;5,3;0;1;2;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_421_hz,1,211,421,0.8,0.9797958971132713,0,2,5,1;2;3;4;5,2;0;0;0;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_451_hz,1,211,451,0.8,0.7483314773547883,0,2,5,1;2;3;4;5,2;0;1;0;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_481_hz,1,211,481,0.6,0.7999999999999999,0,2,5,1;2;3;4;5,1;0;0;2;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_511_hz,1,211,511,1.0,0.6324555320336759,0,2,5,1;2;3;4;5,1;2;0;1;1,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_541_hz,1,211,541,1.4,0.8,0,2,5,1;2;3;4;5,2;1;2;0;2,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_211_hz__st3_571_hz,1,211,571,0.2,0.4000000000000001,0,1,5,1;2;3;4;5,0;0;1;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_241_hz__st3_1_hz,1,241,1,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_241_hz__st3_31_hz,1,241,31,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;1;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_241_hz__st3_61_hz,1,241,61,0.0,0.0,0,0,5,1;2;3;4;5,0;0;0;0;0,1.8,1e-12,False,1_hz,1
st1_1_hz__st2_241_hz__st3_91_hz,1,241,91,0.2,0.4,0,1,5,1;2;3;4;5,0;0;0;0;1,1.8,1e-12,False,1_hz,1
