run_name,mean_voltage_difference_integral_vs,std_voltage_difference_integral_vs,min_voltage_difference_integral_vs,max_voltage_difference_integral_vs,valid_trial_count,trial_indices_used,trial_integrals_vs,st_1_frequency_name,st_1_frequency_hz,st_2_frequency_name,st_2_frequency_hz,st_3_frequency_name,st_3_frequency_hz,st_4_frequency_name,st_4_frequency_hz,frequency_st1_hz,frequency_st2_hz,frequency_st3_hz
st1_1_hz__st2_121_hz__st3_301_hz__st4_1_hz,9.391373424008087e-06,7.68014667782191e-06,0.0,1.625413752003313e-05,5,1;2;3;4;5,1.579122270001e-05;0.000000000000e+00;1.625413752003e-05;1.491150690000e-05;0.000000000000e+00,1_hz,1,121_hz,121,301_hz,301,1_hz,1,1,121,301
st1_1_hz__st2_121_hz__st3_331_hz__st4_1_hz,2.879240652008397e-06,3.7882163325144873e-06,0.0,9.386447400039355e-06,5,1;2;3;4;5,5.009755860003e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;9.386447400039e-06,1_hz,1,121_hz,121,331_hz,331,1_hz,1,1,121,331
st1_1_hz__st2_121_hz__st3_361_hz__st4_1_hz,2.1207948120061104e-06,4.241589624012221e-06,0.0,1.0603974060030552e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.060397406003e-05;0.000000000000e+00,1_hz,1,121_hz,121,361_hz,361,1_hz,1,1,121,361
st1_1_hz__st2_121_hz__st3_391_hz__st4_1_hz,8.547697079891447e-07,1.3307625438310028e-06,0.0,3.435945119997785e-06,5,1;2;3;4;5,3.435945119998e-06;8.379034199479e-07;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,121_hz,121,391_hz,391,1_hz,1,1,121,391
st1_1_hz__st2_121_hz__st3_421_hz__st4_1_hz,6.802838820003653e-06,3.7750117573790587e-06,0.0,1.0969993440035353e-05,5,1;2;3;4;5,0.000000000000e+00;6.053179499943e-06;7.683873119979e-06;1.096999344004e-05;9.307148040061e-06,1_hz,1,121_hz,121,421_hz,421,1_hz,1,1,121,421
st1_1_hz__st2_121_hz__st3_451_hz__st4_1_hz,1.2942987321600679e-05,1.2152819523469868e-05,0.0,3.2512230575971324e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;3.251223057597e-05;1.660505976000e-05;1.559764627203e-05,1_hz,1,121_hz,121,451_hz,451,1_hz,1,1,121,451
st1_1_hz__st2_121_hz__st3_481_hz__st4_1_hz,4.114888653603127e-06,8.229777307206254e-06,0.0,2.0574443268015633e-05,5,1;2;3;4;5,0.000000000000e+00;2.057444326802e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,121_hz,121,481_hz,481,1_hz,1,1,121,481
st1_1_hz__st2_121_hz__st3_511_hz__st4_1_hz,9.217442528994762e-06,7.85659786694433e-06,0.0,1.8518605992037113e-05,5,1;2;3;4;5,0.000000000000e+00;1.851860599204e-05;1.607385347994e-05;1.149475317300e-05;0.000000000000e+00,1_hz,1,121_hz,121,511_hz,511,1_hz,1,1,121,511
st1_1_hz__st2_121_hz__st3_541_hz__st4_1_hz,6.553083308386553e-06,5.0875454085288945e-06,0.0,1.5071568821992121e-05,5,1;2;3;4;5,1.507156882199e-05;4.490819279945e-06;0.000000000000e+00;8.798156099965e-06;4.404872340030e-06,1_hz,1,121_hz,121,541_hz,541,1_hz,1,1,121,541
st1_1_hz__st2_121_hz__st3_571_hz__st4_1_hz,8.112124944001932e-06,1.0063642295134391e-05,0.0,2.2813610399996522e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;2.281361040000e-05;1.774701432001e-05,1_hz,1,121_hz,121,571_hz,571,1_hz,1,1,121,571
st1_1_hz__st2_151_hz__st3_1_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,151_hz,151,1_hz,1,1_hz,1,1,151,1
st1_1_hz__st2_151_hz__st3_31_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,151_hz,151,31_hz,31,1_hz,1,1,151,31
st1_1_hz__st2_151_hz__st3_61_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,151_hz,151,61_hz,61,1_hz,1,1,151,61
st1_1_hz__st2_151_hz__st3_91_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,151_hz,151,91_hz,91,1_hz,1,1,151,91
st1_1_hz__st2_151_hz__st3_121_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,151_hz,151,121_hz,121,1_hz,1,1,151,121
st1_1_hz__st2_151_hz__st3_151_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,151_hz,151,151_hz,151,1_hz,1,1,151,151
st1_1_hz__st2_151_hz__st3_181_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,151_hz,151,181_hz,181,1_hz,1,1,151,181
st1_1_hz__st2_151_hz__st3_211_hz__st4_1_hz,4.8178132559942305e-06,7.518014101063113e-06,0.0,1.9410595379970588e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.941059537997e-05;4.678470900001e-06,1_hz,1,151_hz,151,211_hz,211,1_hz,1,1,151,211
st1_1_hz__st2_151_hz__st3_241_hz__st4_1_hz,6.4966612320030425e-06,8.447404913240355e-06,0.0,2.072739132000789e-05,5,1;2;3;4;5,0.000000000000e+00;1.175591484001e-05;0.000000000000e+00;0.000000000000e+00;2.072739132001e-05,1_hz,1,151_hz,151,241_hz,241,1_hz,1,1,151,241
st1_1_hz__st2_151_hz__st3_271_hz__st4_1_hz,5.670115711187556e-06,5.960524155104797e-06,0.0,1.61031637799236e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;1.610316377992e-05;7.551788940004e-06;4.695625836010e-06,1_hz,1,151_hz,151,271_hz,271,1_hz,1,1,151,271
st1_1_hz__st2_151_hz__st3_301_hz__st4_1_hz,2.737627847995139e-06,5.475255695990279e-06,0.0,1.3688139239975695e-05,5,1;2;3;4;5,0.000000000000e+00;1.368813923998e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,151_hz,151,301_hz,301,1_hz,1,1,151,301
st1_1_hz__st2_151_hz__st3_331_hz__st4_1_hz,3.995422991993625e-06,4.205381685668016e-06,0.0,1.088139150000056e-05,5,1;2;3;4;5,0.000000000000e+00;2.489655419974e-06;6.606068039994e-06;0.000000000000e+00;1.088139150000e-05,1_hz,1,151_hz,151,331_hz,331,1_hz,1,1,151,331
st1_1_hz__st2_151_hz__st3_361_hz__st4_1_hz,9.668139839963397e-07,1.9336279679926793e-06,0.0,4.834069919981698e-06,5,1;2;3;4;5,4.834069919982e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,151_hz,151,361_hz,361,1_hz,1,1,151,361
st1_1_hz__st2_151_hz__st3_391_hz__st4_1_hz,1.9866881304014817e-06,3.973376260802963e-06,0.0,9.933440652007407e-06,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;9.933440652007e-06;0.000000000000e+00;0.000000000000e+00,1_hz,1,151_hz,151,391_hz,391,1_hz,1,1,151,391
st1_1_hz__st2_151_hz__st3_421_hz__st4_1_hz,1.5447388319989042e-06,3.0894776639978084e-06,0.0,7.72369415999452e-06,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;7.723694159995e-06;0.000000000000e+00;0.000000000000e+00,1_hz,1,151_hz,151,421_hz,421,1_hz,1,1,151,421
st1_1_hz__st2_151_hz__st3_451_hz__st4_1_hz,4.6887656507936525e-06,3.218271562195708e-06,0.0,9.29067155999927e-06,5,1;2;3;4;5,3.766645314002e-06;7.099163820001e-06;9.290671559999e-06;3.287347559966e-06;0.000000000000e+00,1_hz,1,151_hz,151,451_hz,451,1_hz,1,1,151,451
st1_1_hz__st2_151_hz__st3_481_hz__st4_1_hz,1.1422752299986294e-05,7.4344135589374865e-06,0.0,2.140967897997781e-05,5,1;2;3;4;5,8.818038539959e-06;1.739188494000e-05;0.000000000000e+00;9.494159039997e-06;2.140967897998e-05,1_hz,1,151_hz,151,481_hz,481,1_hz,1,1,151,481
st1_1_hz__st2_151_hz__st3_511_hz__st4_1_hz,1.4850415695580321e-05,1.6492872720607977e-05,0.0,4.277935583993919e-05,5,1;2;3;4;5,0.000000000000e+00;4.277935583994e-05;4.394193119972e-06;2.464653456000e-05;2.431994957994e-06,1_hz,1,151_hz,151,511_hz,511,1_hz,1,1,151,511
st1_1_hz__st2_151_hz__st3_541_hz__st4_1_hz,1.147414236840949e-05,9.985925417517035e-06,0.0,2.608818227999854e-05,5,1;2;3;4;5,1.191690539998e-05;2.608818228000e-05;1.116784440000e-06;1.824883972207e-05;0.000000000000e+00,1_hz,1,151_hz,151,541_hz,541,1_hz,1,1,151,541
st1_1_hz__st2_151_hz__st3_571_hz__st4_1_hz,1.1561819688021558e-05,1.0023111923767706e-05,0.0,2.5947829620054374e-05,5,1;2;3;4;5,0.000000000000e+00;5.217570000049e-07;1.740866976004e-05;1.393084206000e-05;2.594782962005e-05,1_hz,1,151_hz,151,571_hz,571,1_hz,1,1,151,571
st1_1_hz__st2_181_hz__st3_1_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,181_hz,181,1_hz,1,1_hz,1,1,181,1
st1_1_hz__st2_181_hz__st3_31_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,181_hz,181,31_hz,31,1_hz,1,1,181,31
st1_1_hz__st2_181_hz__st3_61_hz__st4_1_hz,2.626216811998372e-06,5.252433623996744e-06,0.0,1.313108405999186e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.313108405999e-05;0.000000000000e+00,1_hz,1,181_hz,181,61_hz,61,1_hz,1,1,181,61
st1_1_hz__st2_181_hz__st3_91_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,181_hz,181,91_hz,91,1_hz,1,1,181,91
st1_1_hz__st2_181_hz__st3_121_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,181_hz,181,121_hz,121,1_hz,1,1,181,121
st1_1_hz__st2_181_hz__st3_151_hz__st4_1_hz,8.617286112484052e-06,1.1852734228049151e-05,0.0,3.007270512002114e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;1.301372544240e-05;3.007270512002e-05;0.000000000000e+00,1_hz,1,181_hz,181,151_hz,151,1_hz,1,1,181,151
st1_1_hz__st2_181_hz__st3_181_hz__st4_1_hz,3.676728600007229e-06,4.740986342855358e-06,0.0,1.1536737120021457e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;6.846905880015e-06;1.153673712002e-05;0.000000000000e+00,1_hz,1,181_hz,181,181_hz,181,1_hz,1,1,181,181
st1_1_hz__st2_181_hz__st3_211_hz__st4_1_hz,1.7567046108055153e-06,2.154333705184615e-06,0.0,4.56595308002683e-06,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;4.217569974001e-06;0.000000000000e+00;4.565953080027e-06,1_hz,1,181_hz,181,211_hz,211,1_hz,1,1,181,211
st1_1_hz__st2_181_hz__st3_241_hz__st4_1_hz,5.734190008801487e-06,3.923085755229247e-06,0.0,1.0782642960005528e-05,5,1;2;3;4;5,0.000000000000e+00;9.347285159989e-06;3.481198704003e-06;1.078264296001e-05;5.059823220011e-06,1_hz,1,181_hz,181,241_hz,241,1_hz,1,1,181,241
st1_1_hz__st2_181_hz__st3_271_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,181_hz,181,271_hz,271,1_hz,1,1,181,271
st1_1_hz__st2_181_hz__st3_301_hz__st4_1_hz,5.915666411986376e-06,7.24668460301928e-06,0.0,1.5022479599979821e-05,5,1;2;3;4;5,1.455585245995e-05;0.000000000000e+00;1.502247959998e-05;0.000000000000e+00;0.000000000000e+00,1_hz,1,181_hz,181,301_hz,301,1_hz,1,1,181,301
st1_1_hz__st2_181_hz__st3_331_hz__st4_1_hz,1.0851586578360142e-05,8.049452216393792e-06,0.0,2.4236799480031883e-05,5,1;2;3;4;5,7.605682471799e-06;8.356586579991e-06;2.423679948003e-05;0.000000000000e+00;1.405886435998e-05,1_hz,1,181_hz,181,331_hz,331,1_hz,1,1,181,331
st1_1_hz__st2_181_hz__st3_361_hz__st4_1_hz,8.012908857241535e-06,9.966085582091318e-06,0.0,2.277672076617856e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;2.277672076618e-05;0.000000000000e+00;1.728782352003e-05,1_hz,1,181_hz,181,361_hz,361,1_hz,1,1,181,361
st1_1_hz__st2_181_hz__st3_391_hz__st4_1_hz,2.871614617199758e-06,5.743229234399515e-06,0.0,1.4358073085998791e-05,5,1;2;3;4;5,1.435807308600e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,181_hz,181,391_hz,391,1_hz,1,1,181,391
st1_1_hz__st2_181_hz__st3_421_hz__st4_1_hz,7.603084799990279e-06,1.1969018165981611e-05,0.0,3.0897523619996536e-05,5,1;2;3;4;5,7.117900379955e-06;3.089752362000e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,181_hz,181,421_hz,421,1_hz,1,1,181,421
st1_1_hz__st2_181_hz__st3_451_hz__st4_1_hz,6.41602239478914e-06,5.980431319645427e-06,0.0,1.556193419999519e-05,5,1;2;3;4;5,0.000000000000e+00;1.556193420000e-05;9.999148679951e-06;6.519029093999e-06;0.000000000000e+00,1_hz,1,181_hz,181,451_hz,451,1_hz,1,1,181,451
st1_1_hz__st2_181_hz__st3_481_hz__st4_1_hz,9.73321084800527e-06,1.0370590970450101e-05,0.0,2.8274768280012187e-05,5,1;2;3;4;5,8.771220360027e-06;1.162006559999e-05;0.000000000000e+00;2.827476828001e-05;0.000000000000e+00,1_hz,1,181_hz,181,481_hz,481,1_hz,1,1,181,481
st1_1_hz__st2_181_hz__st3_511_hz__st4_1_hz,1.057905365328792e-05,1.1274839465468856e-05,0.0,2.5652461784417225e-05,5,1;2;3;4;5,4.509382121996e-06;0.000000000000e+00;0.000000000000e+00;2.565246178442e-05;2.273342436003e-05,1_hz,1,181_hz,181,511_hz,511,1_hz,1,1,181,511
st1_1_hz__st2_181_hz__st3_541_hz__st4_1_hz,7.840313060403504e-06,8.243663036306969e-06,0.0,1.8517744961983607e-05,5,1;2;3;4;5,3.621591900022e-06;0.000000000000e+00;0.000000000000e+00;1.706222844001e-05;1.851774496198e-05,1_hz,1,181_hz,181,541_hz,541,1_hz,1,1,181,541
st1_1_hz__st2_181_hz__st3_571_hz__st4_1_hz,1.0756066616641399e-05,7.140346697911382e-06,0.0,2.0694967740061967e-05,5,1;2;3;4;5,1.220275349997e-05;0.000000000000e+00;2.069496774006e-05;1.480919893198e-05;6.073412911199e-06,1_hz,1,181_hz,181,571_hz,571,1_hz,1,1,181,571
st1_1_hz__st2_211_hz__st3_1_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,211_hz,211,1_hz,1,1_hz,1,1,211,1
st1_1_hz__st2_211_hz__st3_31_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,211_hz,211,31_hz,31,1_hz,1,1,211,31
st1_1_hz__st2_211_hz__st3_61_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,211_hz,211,61_hz,61,1_hz,1,1,211,61
st1_1_hz__st2_211_hz__st3_91_hz__st4_1_hz,1.951764840001924e-06,3.903529680003848e-06,0.0,9.75882420000962e-06,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;9.758824200010e-06,1_hz,1,211_hz,211,91_hz,91,1_hz,1,1,211,91
st1_1_hz__st2_211_hz__st3_121_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,211_hz,211,121_hz,121,1_hz,1,1,211,121
st1_1_hz__st2_211_hz__st3_151_hz__st4_1_hz,1.605365171997164e-06,3.2107303439943282e-06,0.0,8.02682585998582e-06,5,1;2;3;4;5,8.026825859986e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,211_hz,211,151_hz,151,1_hz,1,1,211,151
st1_1_hz__st2_211_hz__st3_181_hz__st4_1_hz,1.412931671988041e-06,1.492742091310297e-06,0.0,4.031740979998713e-06,5,1;2;3;4;5,0.000000000000e+00;1.149685559954e-06;4.031740979999e-06;1.883231819988e-06;0.000000000000e+00,1_hz,1,211_hz,211,181_hz,181,1_hz,1,1,211,181
st1_1_hz__st2_211_hz__st3_211_hz__st4_1_hz,1.1901884767180348e-05,1.3663808727890279e-05,0.0,2.891150074800092e-05,5,1;2;3;4;5,0.000000000000e+00;2.829475558798e-05;2.303167499917e-06;0.000000000000e+00;2.891150074800e-05,1_hz,1,211_hz,211,211_hz,211,1_hz,1,1,211,211
st1_1_hz__st2_211_hz__st3_241_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,211_hz,211,241_hz,241,1_hz,1,1,211,241
st1_1_hz__st2_211_hz__st3_271_hz__st4_1_hz,8.185239972008927e-06,6.785078101245801e-06,0.0,1.5068966219983216e-05,5,1;2;3;4;5,1.154927232000e-05;0.000000000000e+00;1.506896621998e-05;0.000000000000e+00;1.430796132006e-05,1_hz,1,211_hz,211,271_hz,271,1_hz,1,1,211,271
st1_1_hz__st2_211_hz__st3_301_hz__st4_1_hz,6.556063067990614e-06,1.010132175358356e-05,0.0,2.608084349996487e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;2.608084349996e-05;6.699471839988e-06;0.000000000000e+00,1_hz,1,211_hz,211,301_hz,301,1_hz,1,1,211,301
st1_1_hz__st2_211_hz__st3_331_hz__st4_1_hz,1.2952655852377926e-05,1.262288205187009e-05,0.0,3.4137281321983126e-05,5,1;2;3;4;5,0.000000000000e+00;3.413728132198e-05;1.609157897998e-05;1.453441895993e-05;0.000000000000e+00,1_hz,1,211_hz,211,331_hz,331,1_hz,1,1,211,331
st1_1_hz__st2_211_hz__st3_361_hz__st4_1_hz,5.223284172012065e-06,5.322727558034818e-06,0.0,1.387744164003113e-05,5,1;2;3;4;5,5.620823999991e-08;3.717135000003e-06;8.465635980026e-06;1.387744164003e-05;0.000000000000e+00,1_hz,1,211_hz,211,361_hz,361,1_hz,1,1,211,361
st1_1_hz__st2_211_hz__st3_391_hz__st4_1_hz,8.894594862007415e-06,8.317817596823367e-06,0.0,1.9286944200025415e-05,5,1;2;3;4;5,1.770893451001e-05;0.000000000000e+00;7.477095599998e-06;1.928694420003e-05;0.000000000000e+00,1_hz,1,211_hz,211,391_hz,391,1_hz,1,1,211,391
st1_1_hz__st2_211_hz__st3_421_hz__st4_1_hz,6.964319771996241e-06,8.572560610562182e-06,0.0,1.8767422619969665e-05,5,1;2;3;4;5,1.876742261997e-05;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.605417624001e-05,1_hz,1,211_hz,211,421_hz,421,1_hz,1,1,211,421
st1_1_hz__st2_211_hz__st3_451_hz__st4_1_hz,5.949444063587106e-06,6.468392229927869e-06,0.0,1.7250195293956607e-05,5,1;2;3;4;5,1.725019529396e-05;0.000000000000e+00;3.954731939976e-06;0.000000000000e+00;8.542293084003e-06,1_hz,1,211_hz,211,451_hz,451,1_hz,1,1,211,451
st1_1_hz__st2_211_hz__st3_481_hz__st4_1_hz,3.7394291880063495e-06,4.955024920182628e-06,0.0,1.2339089640032998e-05,5,1;2;3;4;5,6.358056299999e-06;0.000000000000e+00;0.000000000000e+00;1.233908964003e-05;0.000000000000e+00,1_hz,1,211_hz,211,481_hz,481,1_hz,1,1,211,481
st1_1_hz__st2_211_hz__st3_511_hz__st4_1_hz,7.505777804411585e-06,6.201005717986543e-06,0.0,1.6036395480034663e-05,5,1;2;3;4;5,9.536936400600e-07;1.603639548003e-05;0.000000000000e+00;8.696313881994e-06;1.184248601997e-05,1_hz,1,211_hz,211,511_hz,511,1_hz,1,1,211,511
st1_1_hz__st2_211_hz__st3_541_hz__st4_1_hz,1.2377507943610172e-05,1.114540256429532e-05,0.0,2.6865860580005398e-05,5,1;2;3;4;5,9.100054674030e-06;1.857597858001e-06;2.686586058001e-05;0.000000000000e+00;2.406402660601e-05,1_hz,1,211_hz,211,541_hz,541,1_hz,1,1,211,541
st1_1_hz__st2_211_hz__st3_571_hz__st4_1_hz,1.528949880000574e-06,3.0578997600011477e-06,0.0,7.64474940000287e-06,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;7.644749400003e-06;0.000000000000e+00;0.000000000000e+00,1_hz,1,211_hz,211,571_hz,571,1_hz,1,1,211,571
st1_1_hz__st2_241_hz__st3_1_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,241_hz,241,1_hz,1,1_hz,1,1,241,1
st1_1_hz__st2_241_hz__st3_31_hz__st4_1_hz,2.4801364079951593e-06,4.960272815990318e-06,0.0,1.2400682039975797e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.240068203998e-05;0.000000000000e+00,1_hz,1,241_hz,241,31_hz,31,1_hz,1,1,241,31
st1_1_hz__st2_241_hz__st3_61_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,241_hz,241,61_hz,61,1_hz,1,1,241,61
st1_1_hz__st2_241_hz__st3_91_hz__st4_1_hz,2.9426335199933542e-06,5.8852670399867084e-06,0.0,1.471316759996677e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.471316759997e-05,1_hz,1,241_hz,241,91_hz,91,1_hz,1,1,241,91
st1_1_hz__st2_241_hz__st3_121_hz__st4_1_hz,0.0,0.0,0.0,0.0,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,241_hz,241,121_hz,121,1_hz,1,1,241,121
st1_1_hz__st2_241_hz__st3_151_hz__st4_1_hz,1.547610782401399e-06,3.095221564802798e-06,0.0,7.738053912006994e-06,5,1;2;3;4;5,7.738053912007e-06;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00,1_hz,1,241_hz,241,151_hz,151,1_hz,1,1,241,151
st1_1_hz__st2_241_hz__st3_181_hz__st4_1_hz,9.58346402399446e-06,9.888496373484683e-06,0.0,2.7010253699966126e-05,5,1;2;3;4;5,2.701025369997e-05;0.000000000000e+00;1.035555857994e-05;0.000000000000e+00;1.055150784006e-05,1_hz,1,241_hz,241,181_hz,181,1_hz,1,1,241,181
st1_1_hz__st2_241_hz__st3_211_hz__st4_1_hz,2.7064170720039753e-06,4.255772764503661e-06,0.0,1.0986398640008833e-05,5,1;2;3;4;5,0.000000000000e+00;1.098639864001e-05;2.545686720011e-06;0.000000000000e+00;0.000000000000e+00,1_hz,1,241_hz,241,211_hz,211,1_hz,1,1,241,211
st1_1_hz__st2_241_hz__st3_241_hz__st4_1_hz,7.586941893840023e-06,6.257877291268063e-06,0.0,1.4189399280001293e-05,5,1;2;3;4;5,1.229375338920e-05;1.145155680000e-05;0.000000000000e+00;0.000000000000e+00;1.418939928000e-05,1_hz,1,241_hz,241,241_hz,241,1_hz,1,1,241,241
st1_1_hz__st2_241_hz__st3_271_hz__st4_1_hz,9.056967559206432e-06,7.590427778095005e-06,0.0,1.8171850679979396e-05,5,1;2;3;4;5,1.402717593601e-05;0.000000000000e+00;1.308581118005e-05;0.000000000000e+00;1.817185067998e-05,1_hz,1,241_hz,241,271_hz,271,1_hz,1,1,241,271
st1_1_hz__st2_241_hz__st3_301_hz__st4_1_hz,1.2498025060814766e-05,9.27092282463776e-06,0.0,2.830903397998963e-05,5,1;2;3;4;5,7.754982444033e-06;1.306740186008e-05;1.335870701997e-05;0.000000000000e+00;2.830903397999e-05,1_hz,1,241_hz,241,301_hz,301,1_hz,1,1,241,301
st1_1_hz__st2_241_hz__st3_331_hz__st4_1_hz,8.833394735989207e-06,1.5810987651647013e-05,0.0,4.031423261996181e-05,5,1;2;3;4;5,0.000000000000e+00;4.031423261996e-05;0.000000000000e+00;3.852741059984e-06;0.000000000000e+00,1_hz,1,241_hz,241,331_hz,331,1_hz,1,1,241,331
st1_1_hz__st2_241_hz__st3_361_hz__st4_1_hz,2.4737817959985532e-06,4.9475635919971065e-06,0.0,1.2368908979992766e-05,5,1;2;3;4;5,0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;0.000000000000e+00;1.236890897999e-05,1_hz,1,241_hz,241,361_hz,361,1_hz,1,1,241,361
st1_1_hz__st2_241_hz__st3_391_hz__st4_1_hz,1.7095911735239137e-05,1.580087044152364e-05,0.0,4.046119892817876e-05,5,1;2;3;4;5,1.706613164999e-05;4.046119892818e-05;0.000000000000e+00;2.795222809802e-05;0.000000000000e+00,1_hz,1,241_hz,241,391_hz,391,1_hz,1,1,241,391
st1_1_hz__st2_241_hz__st3_421_hz__st4_1_hz,4.231464958788511e-06,3.38244275163008e-06,0.0,8.816962139990282e-06,5,1;2;3;4;5,6.541117019931e-06;0.000000000000e+00;5.066465580023e-06;7.327800539983e-07;8.816962139990e-06,1_hz,1,241_hz,241,421_hz,421,1_hz,1,1,241,421
