time_s,voltage_v
0.000000000000e+00,0.000000000000e+00
9.000000000000e-06,0.000000000000e+00
9.010000000000e-06,1.800000000000e+00
1.000000000000e-05,1.800000000000e+00
1.001000000000e-05,0.000000000000e+00
3.000000000000e-04,0.000000000000e+00
