time_s,voltage_v
0.000000000000e+00,0.000000000000e+00
1.290000000000e-04,0.000000000000e+00
1.290100000000e-04,1.800000000000e+00
1.300000000000e-04,1.800000000000e+00
1.300100000000e-04,0.000000000000e+00
3.000000000000e-04,0.000000000000e+00
