run_name,frequency_sum_hz,mean_integral_vs,mean_normalized_v,std_integral_vs,std_normalized_v,min_integral_vs,max_integral_vs,min_normalized_v,max_normalized_v,valid_trial_count,trial_indices_used,trial_integrals_vs,trial_normalized_v,trial_durations_s,threshold,threshold_mode,st_1_frequency_hz,st_1_frequency_name,st_2_frequency_hz,st_2_frequency_name,st_3_frequency_hz,st_3_frequency_name,st_4_frequency_hz,st_4_frequency_name,f1_hz,f2_hz,f3_hz,f4_hz,search_input_root,search_spike_train_count,search_trial_count,search_total_frequency_combinations,search_processed_frequency_combinations,search_valid_results,search_threshold,search_threshold_mode,search_strict_less_than,search_cap_v,search_unique_dataframes_cached
st1_571_hz__st2_571_hz__st3_571_hz__st4_571_hz,2284,0.0001999129644817754,0.0003998259289635508,5.738937124811655e-05,0.0001147787424962331,8.83159627680763e-05,0.0002491517351323808,0.0001766319255361526,0.0004983034702647616,5,1;2;3;4;5,8.831596276808e-05;2.491517351324e-04;2.345331858984e-04;2.120364014759e-04;2.155275371341e-04,1.766319255362e-04;4.983034702648e-04;4.690663717967e-04;4.240728029519e-04;4.310550742682e-04,5.000000000000e-01;5.000000000000e-01;5.000000000000e-01;5.000000000000e-01;5.000000000000e-01,0.01,normalized,571,571_hz,571,571_hz,571,571_hz,571,571_hz,571,571,571,571,/home/eric/Documents/uni/bscthesis/thesis_codebase/processing/sim_run_code/spike_train_output_csv,4,5,160000,160000,160000,0.01,normalized,True,1.8,400
